Price,Close,Return
Ticker,USDTRY=X,
Date,,
2014-01-01 00:00:00+00:00,2.1476500034332275,0.0
2014-01-02 00:00:00+00:00,2.146399974822998,-0.0005820448435411851
2014-01-03 00:00:00+00:00,2.1686699390411377,0.010375495937086976
2014-01-06 00:00:00+00:00,2.1749000549316406,0.002872781965732152
2014-01-07 00:00:00+00:00,2.1695799827575684,-0.0024461225986034396
2014-01-08 00:00:00+00:00,2.1659700870513916,-0.0016638684606541387
2014-01-09 00:00:00+00:00,2.1834700107574463,0.008079485405026121
2014-01-10 00:00:00+00:00,2.1769700050354004,-0.002976915501482491
2014-01-13 00:00:00+00:00,2.163749933242798,-0.006072693588806466
2014-01-14 00:00:00+00:00,2.1784300804138184,0.006784585845841962
2014-01-15 00:00:00+00:00,2.1819698810577393,0.0016249319524859196
2014-01-16 00:00:00+00:00,2.189069986343384,0.0032539886766000947
2014-01-17 00:00:00+00:00,2.2062699794769287,0.00785721481763857
2014-01-20 00:00:00+00:00,2.2332699298858643,0.012237827038437343
2014-01-21 00:00:00+00:00,2.2386701107025146,0.0024180600582064393
2014-01-22 00:00:00+00:00,2.251270055770874,0.005628317012016382
2014-01-23 00:00:00+00:00,2.258270025253296,0.0031093424196169117
2014-01-24 00:00:00+00:00,2.2902700901031494,0.014170167646919918
2014-01-27 00:00:00+00:00,2.329770088195801,0.017246873311292488
2014-01-28 00:00:00+00:00,2.2797698974609375,-0.02146142702586762
2014-01-29 00:00:00+00:00,2.185770034790039,-0.041232171183411714
2014-01-30 00:00:00+00:00,2.2593600749969482,0.03366778711191265
2014-01-31 00:00:00+00:00,2.2637500762939453,0.0019430286237145378
2014-02-03 00:00:00+00:00,2.2598700523376465,-0.0017139807070269963
2014-02-04 00:00:00+00:00,2.276520013809204,0.007367663222199283
2014-02-05 00:00:00+00:00,2.2358999252319336,-0.017843062363112172
2014-02-06 00:00:00+00:00,2.2365500926971436,0.0002907855838594209
2014-02-07 00:00:00+00:00,2.207469940185547,-0.013002236170139958
2014-02-10 00:00:00+00:00,2.2182300090789795,0.0048743897697325345
2014-02-11 00:00:00+00:00,2.2115700244903564,-0.003002386840573079
2014-02-12 00:00:00+00:00,2.1919898986816406,-0.008853495748219808
2014-02-13 00:00:00+00:00,2.187570095062256,-0.0020163430598120202
2014-02-14 00:00:00+00:00,2.182990074157715,-0.00209365675407569
2014-02-17 00:00:00+00:00,2.1786699295043945,-0.001979003342462371
2014-02-18 00:00:00+00:00,2.1760900020599365,-0.001184175450131164
2014-02-19 00:00:00+00:00,2.1771700382232666,0.0004963196201939191
2014-02-20 00:00:00+00:00,2.2117600440979004,0.015887599621231985
2014-02-21 00:00:00+00:00,2.1991000175476074,-0.005723960238849801
2014-02-24 00:00:00+00:00,2.1768600940704346,-0.010113193260747777
2014-02-25 00:00:00+00:00,2.2000699043273926,0.010662058769959293
2014-02-26 00:00:00+00:00,2.211250066757202,0.005081730543115448
2014-02-27 00:00:00+00:00,2.2329299449920654,0.009804353908582142
2014-02-28 00:00:00+00:00,2.2108700275421143,-0.009879359403740517
2014-03-03 00:00:00+00:00,2.227760076522827,0.007639548580560485
2014-03-04 00:00:00+00:00,2.227570056915283,-8.529626217224084e-05
2014-03-05 00:00:00+00:00,2.2051799297332764,-0.010051368356518653
2014-03-06 00:00:00+00:00,2.201669931411743,-0.0015917060890163759
2014-03-07 00:00:00+00:00,2.178410053253174,-0.01056465268781448
